PopSize: 20,MutationRate: 0.05,Crossover: 0.15,dying: 0.01,Gens: 0
15126, 0.000295417, , 15126, 57448415
15127, 0.0002916, , 15127, 57448415
15128, 0.000297907, , 15128, 57448415
15129, 0.000303001, , 15129, 57448415
15130, 0.00030298, , 15130, 57448415
15131, 0.000302989, , 15131, 57448415
15132, 0.000302998, , 15132, 57448415
15133, 0.000303001, , 15133, 57448415
15134, 0.000302987, , 15134, 57448415
15135, 0.00030297, , 15135, 57448415
15136, 0.000295306, , 15136, 57448415
15137, 0.000303001, , 15137, 57448415
15138, 0.000303001, , 15138, 57448415
15139, 0.000295279, , 15139, 57448415
15140, 0.000303001, , 15140, 57448415
15141, 0.000303001, , 15141, 57448415
15142, 0.000290801, , 15142, 57448415
15143, 0.000295336, , 15143, 57448415
15144, 0.000302967, , 15144, 57448415
15145, 0.000303004, , 15145, 57443267
15146, 0.000303006, , 15146, 57443267
15147, 0.00030301, , 15147, 57443267
15148, 0.000303026, , 15148, 57438441
15149, 0.000295614, , 15149, 57438441
15150, 0.000303044, , 15150, 57438441
15151, 0.000303055, , 15151, 57438441
15152, 0.000303043, , 15152, 57438441
15153, 0.000303054, , 15153, 57438441
15154, 0.000303055, , 15154, 57438441
15155, 0.000303062, , 15155, 57431318
15156, 0.000303052, , 15156, 57431318
15157, 0.000303093, , 15157, 57431318
15158, 0.000303106, , 15158, 57431318
15159, 0.000303147, , 15159, 57431318
15160, 0.000303153, , 15160, 57431318
15161, 0.000295502, , 15161, 57415303
15162, 0.00030319, , 15162, 57412073
15163, 0.000303195, , 15163, 57412073
15164, 0.000303206, , 15164, 57412073
15165, 0.000303267, , 15165, 57405386
15166, 0.000303279, , 15166, 57405386
15167, 0.000303312, , 15167, 57405386
15168, 0.000303363, , 15168, 57405386
15169, 0.000295786, , 15169, 57405386
15170, 0.000303417, , 15170, 57405386
15171, 0.000303439, , 15171, 57405020
15172, 0.000303451, , 15172, 57405020
15173, 0.000303456, , 15173, 57405020
15174, 0.000295846, , 15174, 57405020
15175, 0.000303453, , 15175, 57405020
15176, 0.000303448, , 15176, 57405020
15177, 0.000303458, , 15177, 57405020
15178, 0.000295817, , 15178, 57405020
15179, 0.000303461, , 15179, 57398359
15180, 0.000303456, , 15180, 57398359
15181, 0.00030346, , 15181, 57398359
15182, 0.000303477, , 15182, 57398359
15183, 0.00030344, , 15183, 57398359
15184, 0.000303479, , 15184, 57385063
15185, 0.000303506, , 15185, 57385063
15186, 0.000303531, , 15186, 57385063
15187, 0.00029578, , 15187, 57385063
15188, 0.000303589, , 15188, 57379260
15189, 0.000303613, , 15189, 57379260
15190, 0.000303642, , 15190, 57379260
15191, 0.000303653, , 15191, 57379260
15192, 0.000303677, , 15192, 57379260
15193, 0.000303698, , 15193, 57379260
15194, 0.000303701, , 15194, 57379260
15195, 0.000303715, , 15195, 57379260
15196, 0.000295986, , 15196, 57379260
15197, 0.000303709, , 15197, 57379260
15198, 0.000303723, , 15198, 57376053
15199, 0.000303729, , 15199, 57376053
15200, 0.000303738, , 15200, 57376053
15201, 0.000303745, , 15201, 57376053
15202, 0.000292135, , 15202, 57376053
15203, 0.000296108, , 15203, 57376053
15204, 0.000303764, , 15204, 57376053
15205, 0.000303752, , 15205, 57351173
15206, 0.000303777, , 15206, 57351173
15207, 0.000303855, , 15207, 57351173
15208, 0.000303924, , 15208, 57351173
15209, 0.000303977, , 15209, 57351173
15210, 0.000304004, , 15210, 57349657
15211, 0.000304032, , 15211, 57349657
15212, 0.000304029, , 15212, 57349657
15213, 0.000304033, , 15213, 57349657
15214, 0.000304032, , 15214, 57349657
15215, 0.000304044, , 15215, 57349657
15216, 0.000304043, , 15216, 57349657
15217, 0.000304045, , 15217, 57349657
15218, 0.000304045, , 15218, 57349657
15219, 0.000304045, , 15219, 57349657
15220, 0.000296281, , 15220, 57349657
15221, 0.000296416, , 15221, 57345195
15222, 0.000304047, , 15222, 57345195
15223, 0.000304022, , 15223, 57345195
15224, 0.000304038, , 15224, 57345195
15225, 0.00030406, , 15225, 57345195
15226, 0.000304064, , 15226, 57345195
15227, 0.000304083, , 15227, 57345195
15228, 0.00030409, , 15228, 57345001
15229, 0.000304091, , 15229, 57345001
15230, 0.000304086, , 15230, 57345001
15231, 0.000304093, , 15231, 57345001
15232, 0.000304073, , 15232, 57345001
15233, 0.000304085, , 15233, 57332723
15234, 0.000304095, , 15234, 57332723
15235, 0.00028344, , 15235, 57332723
15236, 0.000296495, , 15236, 57332723
15237, 0.000304147, , 15237, 57332723
15238, 0.000290863, , 15238, 57332723
15239, 0.000294145, , 15239, 57332723
15240, 0.000300586, , 15240, 57332723
15241, 0.000304219, , 15241, 57331176
15242, 0.000304215, , 15242, 57331176
15243, 0.000296482, , 15243, 57331176
15244, 0.00030421, , 15244, 57331176
15245, 0.000296625, , 15245, 57331176
15246, 0.000304224, , 15246, 57331176
15247, 0.000304217, , 15247, 57331176
15248, 0.00030424, , 15248, 57331176
15249, 0.000304241, , 15249, 57331176
15250, 0.000304231, , 15250, 57331176
15251, 0.000304241, , 15251, 57331176
15252, 0.000304228, , 15252, 57331176
15253, 0.000304241, , 15253, 57331176
15254, 0.000304241, , 15254, 57331176
15255, 0.000304233, , 15255, 57331176
15256, 0.000304221, , 15256, 57331176
15257, 0.000304198, , 15257, 57331176
15258, 0.000304241, , 15258, 57331176
15259, 0.000304241, , 15259, 57331176
15260, 0.000304225, , 15260, 57331176
15261, 0.000296605, , 15261, 57331176
15262, 0.000304219, , 15262, 57331176
15263, 0.000304214, , 15263, 57331176
15264, 0.000304221, , 15264, 57331176
15265, 0.00029652, , 15265, 57331176
15266, 0.000304236, , 15266, 57331176
15267, 0.00030424, , 15267, 57331176
15268, 0.000304241, , 15268, 57331176
15269, 0.000304236, , 15269, 57318988
15270, 0.000304249, , 15270, 57318988
15271, 0.000296638, , 15271, 57318988
15272, 0.000304288, , 15272, 57314341
15273, 0.000304304, , 15273, 57309826
15274, 0.000296569, , 15274, 57309826
15275, 0.000304372, , 15275, 57302153
15276, 0.000304402, , 15276, 57297638
15277, 0.000304464, , 15277, 57297638
15278, 0.000304503, , 15278, 57297638
15279, 0.000304505, , 15279, 57297638
15280, 0.000304544, , 15280, 57297638
15281, 0.000304551, , 15281, 57297638
15282, 0.000304569, , 15282, 57297638
15283, 0.000304579, , 15283, 57297638
15284, 0.000296811, , 15284, 57297638
15285, 0.000304579, , 15285, 57297638
15286, 0.000304573, , 15286, 57297638
15287, 0.000304593, , 15287, 57297638
15288, 0.000304598, , 15288, 57297638
15289, 0.00029694, , 15289, 57297638
15290, 0.000289553, , 15290, 57292145
15291, 0.000304606, , 15291, 57292145
15292, 0.00030461, , 15292, 57292145
15293, 0.000304622, , 15293, 57292145
15294, 0.000304628, , 15294, 57292145
15295, 0.00030465, , 15295, 57292145
15296, 0.000304646, , 15296, 57292145
15297, 0.000304656, , 15297, 57292145
15298, 0.000292419, , 15298, 57285008
15299, 0.000304656, , 15299, 57285008
15300, 0.000304662, , 15300, 57285008
15301, 0.000304684, , 15301, 57285008
15302, 0.00030467, , 15302, 57285008
15303, 0.000304715, , 15303, 57285008
15304, 0.00030472, , 15304, 57285008
15305, 0.000304722, , 15305, 57285008
15306, 0.000304732, , 15306, 57285008
15307, 0.000304732, , 15307, 57285008
15308, 0.00030473, , 15308, 57285008
15309, 0.000304703, , 15309, 57285008
15310, 0.000304729, , 15310, 57285008
15311, 0.000304732, , 15311, 57285008
15312, 0.000304732, , 15312, 57285008
15313, 0.000304729, , 15313, 57285008
15314, 0.000304732, , 15314, 57285008
15315, 0.000304734, , 15315, 57282141
15316, 0.000304732, , 15316, 57273788
15317, 0.000296927, , 15317, 57270921
15318, 0.000304774, , 15318, 57270921
15319, 0.000304804, , 15319, 57270921
15320, 0.00029699, , 15320, 57270921
15321, 0.000304858, , 15321, 57269731
15322, 0.000304883, , 15322, 57269731
15323, 0.000304886, , 15323, 57269731
15324, 0.00030488, , 15324, 57262696
15325, 0.000304882, , 15325, 57262696
15326, 0.000304901, , 15326, 57262696
15327, 0.000304914, , 15327, 57262696
15328, 0.000304923, , 15328, 57262696
15329, 0.000304934, , 15329, 57262696
15330, 0.00030496, , 15330, 57262696
15331, 0.000304966, , 15331, 57262696
15332, 0.000304971, , 15332, 57255943
15333, 0.000304973, , 15333, 57255943
15334, 0.000304951, , 15334, 57255943
15335, 0.00030497, , 15335, 57255943
15336, 0.000304964, , 15336, 57255943
15337, 0.000304988, , 15337, 57255943
15338, 0.000305018, , 15338, 57255943
15339, 0.000305041, , 15339, 57255943
15340, 0.000305041, , 15340, 57255943
15341, 0.000305023, , 15341, 57249950
15342, 0.000305048, , 15342, 57249950
15343, 0.000305041, , 15343, 57249950
15344, 0.00030506, , 15344, 57249950
15345, 0.000305072, , 15345, 57249950
15346, 0.000305074, , 15346, 57249950
15347, 0.000297372, , 15347, 57249950
15348, 0.000305079, , 15348, 57249950
15349, 0.000305105, , 15349, 57249950
15350, 0.000305105, , 15350, 57249950
15351, 0.000305066, , 15351, 57249950
15352, 0.000305087, , 15352, 57249950
15353, 0.000305105, , 15353, 57249950
15354, 0.000305105, , 15354, 57249950
15355, 0.000305105, , 15355, 57249950
15356, 0.000305096, , 15356, 57249950
15357, 0.000305102, , 15357, 57236487
15358, 0.000305115, , 15358, 57236487
15359, 0.000305102, , 15359, 57236487
15360, 0.000305123, , 15360, 57231002
15361, 0.000305135, , 15361, 57231002
15362, 0.000305193, , 15362, 57231002
15363, 0.000305219, , 15363, 57231002
15364, 0.000305267, , 15364, 57229890
15365, 0.000305316, , 15365, 57210306
15366, 0.000305352, , 15366, 57210306
15367, 0.000305371, , 15367, 57210306
15368, 0.000305418, , 15368, 57210306
15369, 0.000305473, , 15369, 57210306
15370, 0.000305528, , 15370, 57210306
15371, 0.000305519, , 15371, 57210306
15372, 0.000305528, , 15372, 57210306
15373, 0.000305517, , 15373, 57210306
15374, 0.000305528, , 15374, 57210306
15375, 0.000305521, , 15375, 57206728
15376, 0.000305511, , 15376, 57206728
15377, 0.000305538, , 15377, 57206728
15378, 0.000305538, , 15378, 57206728
15379, 0.000305545, , 15379, 57206728
15380, 0.000305563, , 15380, 57206728
15381, 0.000305538, , 15381, 57206728
15382, 0.000305576, , 15382, 57190532
15383, 0.000305597, , 15383, 57190532
15384, 0.000297927, , 15384, 57190532
15385, 0.000305669, , 15385, 57190532
15386, 0.000305737, , 15386, 57190532
15387, 0.000305741, , 15387, 57182053
15388, 0.00030574, , 15388, 57182053
15389, 0.000305758, , 15389, 57179036
15390, 0.000288647, , 15390, 57179036
15391, 0.000297904, , 15391, 57179036
15392, 0.000305811, , 15392, 57179036
15393, 0.000298002, , 15393, 57179036
15394, 0.000293716, , 15394, 57179036
15395, 0.000305843, , 15395, 57179036
15396, 0.000305845, , 15396, 57179036
15397, 0.000305826, , 15397, 57179036
15398, 0.000298137, , 15398, 57179036
15399, 0.000289506, , 15399, 57179036
15400, 0.000305815, , 15400, 57179036
15401, 0.000305863, , 15401, 57179036
15402, 0.000305863, , 15402, 57179036
15403, 0.000305854, , 15403, 57179036
15404, 0.000305853, , 15404, 57179036
15405, 0.000298066, , 15405, 57179036
15406, 0.00030586, , 15406, 57179036
15407, 0.000305861, , 15407, 57179036
15408, 0.000305861, , 15408, 57179036
15409, 0.000305863, , 15409, 57179036
15410, 0.000305865, , 15410, 57173667
15411, 0.000305837, , 15411, 57173667
15412, 0.000305864, , 15412, 57157390
15413, 0.000293825, , 15413, 57157390
15414, 0.000305969, , 15414, 57149095
15415, 0.000293918, , 15415, 57149095
15416, 0.000300649, , 15416, 57149095
15417, 0.000306094, , 15417, 57149095
15418, 0.000306103, , 15418, 57149095
15419, 0.000306129, , 15419, 57148918
15420, 0.000306151, , 15420, 57148918
15421, 0.000306165, , 15421, 57148918
15422, 0.000306179, , 15422, 57148918
15423, 0.000306184, , 15423, 57148918
15424, 0.000306184, , 15424, 57148918
15425, 0.000306176, , 15425, 57148918
15426, 0.000306177, , 15426, 57148918
15427, 0.000306183, , 15427, 57148918
15428, 0.000306185, , 15428, 57148918
15429, 0.000282911, , 15429, 57148156
15430, 0.000290791, , 15430, 57148156
15431, 0.000306187, , 15431, 57148156
15432, 0.000306171, , 15432, 57148156
15433, 0.00030619, , 15433, 57148156
15434, 0.000306191, , 15434, 57148156
15435, 0.000306193, , 15435, 57148156
15436, 0.000306194, , 15436, 57146179
15437, 0.000306197, , 15437, 57146179
15438, 0.000306191, , 15438, 57142004
15439, 0.000298523, , 15439, 57131427
15440, 0.000306241, , 15440, 57127252
15441, 0.000306266, , 15441, 57127252
15442, 0.000298593, , 15442, 57127252
15443, 0.000298533, , 15443, 57127252
15444, 0.000306399, , 15444, 57127252
15445, 0.000306417, , 15445, 57127252
15446, 0.000290704, , 15446, 57127252
15447, 0.000306417, , 15447, 57127252
15448, 0.000306417, , 15448, 57127252
15449, 0.000306416, , 15449, 57127252
15450, 0.00030641, , 15450, 57127252
15451, 0.00030639, , 15451, 57127252
15452, 0.000306392, , 15452, 57127252
15453, 0.000306417, , 15453, 57127252
15454, 0.000298562, , 15454, 57127252
15455, 0.000306418, , 15455, 57126363
15456, 0.000306419, , 15456, 57126363
15457, 0.000306422, , 15457, 57126363
15458, 0.000306424, , 15458, 57126363
15459, 0.000306421, , 15459, 57126363
15460, 0.000306427, , 15460, 57126332
15461, 0.000306427, , 15461, 57126332
15462, 0.000306427, , 15462, 57126332
15463, 0.000306427, , 15463, 57126332
15464, 0.000306428, , 15464, 57125252
15465, 0.000306418, , 15465, 57125252
15466, 0.000306413, , 15466, 57125252
15467, 0.00030643, , 15467, 57125252
15468, 0.000306433, , 15468, 57125252
15469, 0.000306416, , 15469, 57125221
15470, 0.000306433, , 15470, 57125221
15471, 0.000294091, , 15471, 57125221
15472, 0.000306411, , 15472, 57125221
15473, 0.000306432, , 15473, 57125221
15474, 0.000306444, , 15474, 57115859
15475, 0.000306428, , 15475, 57115859
15476, 0.000306424, , 15476, 57115859
15477, 0.000306427, , 15477, 57115859
15478, 0.000306425, , 15478, 57115859
15479, 0.000306436, , 15479, 57115859
15480, 0.000289555, , 15480, 57115859
15481, 0.000306453, , 15481, 57115859
15482, 0.000306458, , 15482, 57115859
15483, 0.000306465, , 15483, 57115859
15484, 0.000306467, , 15484, 57115859
15485, 0.000306466, , 15485, 57115859
15486, 0.000306468, , 15486, 57115859
15487, 0.000306453, , 15487, 57115859
15488, 0.000306474, , 15488, 57115859
15489, 0.000306473, , 15489, 57115859
15490, 0.000306483, , 15490, 57115859
15491, 0.000306481, , 15491, 57115859
15492, 0.0003065, , 15492, 57115859
15493, 0.000306505, , 15493, 57115859
15494, 0.000298772, , 15494, 57115859
15495, 0.000306469, , 15495, 57115859
15496, 0.000306473, , 15496, 57115859
15497, 0.000306508, , 15497, 57115859
15498, 0.000306487, , 15498, 57115859
15499, 0.000306508, , 15499, 57115859
15500, 0.000306494, , 15500, 57114740
15501, 0.000306513, , 15501, 57114740
15502, 0.000289868, , 15502, 57114740
15503, 0.000306518, , 15503, 57114740
15504, 0.000306511, , 15504, 57114740
15505, 0.000306541, , 15505, 57105866
15506, 0.000306564, , 15506, 57105866
15507, 0.000306532, , 15507, 57105866
15508, 0.000306566, , 15508, 57105866
15509, 0.000292074, , 15509, 57105866
15510, 0.00030657, , 15510, 57105866
15511, 0.000306626, , 15511, 57100928
15512, 0.000306652, , 15512, 57100928
15513, 0.000306644, , 15513, 57099378
15514, 0.000306658, , 15514, 57099378
15515, 0.00030668, , 15515, 57099378
15516, 0.000306679, , 15516, 57094440
15517, 0.000306689, , 15517, 57094440
15518, 0.000306715, , 15518, 57094440
15519, 0.00029892, , 15519, 57094440
15520, 0.000306717, , 15520, 57094440
15521, 0.000306746, , 15521, 57094440
15522, 0.000306744, , 15522, 57094440
15523, 0.000306724, , 15523, 57094440
15524, 0.000306746, , 15524, 57094440
15525, 0.000298921, , 15525, 57094440
15526, 0.00030676, , 15526, 57094440
15527, 0.000291149, , 15527, 57094440
15528, 0.000306743, , 15528, 57094440
15529, 0.000306766, , 15529, 57094440
15530, 0.000306774, , 15530, 57086529
15531, 0.000306778, , 15531, 57086529
15532, 0.00029883, , 15532, 57086529
15533, 0.000306791, , 15533, 57086529
15534, 0.000306791, , 15534, 57086529
15535, 0.000306825, , 15535, 57085697
15536, 0.00030683, , 15536, 57085697
15537, 0.000306847, , 15537, 57080107
15538, 0.00030686, , 15538, 57080107
15539, 0.000306856, , 15539, 57080107
15540, 0.000306851, , 15540, 57080107
15541, 0.00030685, , 15541, 57080107
15542, 0.000306884, , 15542, 57079651
15543, 0.000306898, , 15543, 57079651
15544, 0.000297969, , 15544, 57079651
15545, 0.000306918, , 15545, 57079275
15546, 0.000306908, , 15546, 57079275
15547, 0.000294652, , 15547, 57079275
15548, 0.000306922, , 15548, 57079275
15549, 0.000306913, , 15549, 57079275
15550, 0.000306901, , 15550, 57079275
15551, 0.000306885, , 15551, 57079275
15552, 0.000306897, , 15552, 57079275
15553, 0.000306921, , 15553, 57079275
15554, 0.000306933, , 15554, 57079275
15555, 0.000294749, , 15555, 57079275
15556, 0.000306917, , 15556, 57079275
15557, 0.000306929, , 15557, 57079275
15558, 0.000306932, , 15558, 57074952
15559, 0.00030694, , 15559, 57074952
15560, 0.000306929, , 15560, 57074952
15561, 0.000306945, , 15561, 57074952
15562, 0.000296051, , 15562, 57074952
15563, 0.000306937, , 15563, 57074952
15564, 0.000306977, , 15564, 57074952
15565, 0.000299142, , 15565, 57074952
15566, 0.000306979, , 15566, 57074952
15567, 0.000306953, , 15567, 57074952
15568, 0.000306963, , 15568, 57074952
15569, 0.000306979, , 15569, 57074952
15570, 0.000306967, , 15570, 57074697
15571, 0.000306979, , 15571, 57074697
15572, 0.000306979, , 15572, 57074697
15573, 0.00030698, , 15573, 57074697
15574, 0.00029922, , 15574, 57072188
15575, 0.000306983, , 15575, 57072188
15576, 0.000306986, , 15576, 57072188
15577, 0.000306989, , 15577, 57072188
15578, 0.000306995, , 15578, 57072188
15579, 0.000299109, , 15579, 57072188
15580, 0.000299158, , 15580, 57069031
15581, 0.000299087, , 15581, 57069031
15582, 0.000307013, , 15582, 57068613
15583, 0.000306997, , 15583, 57068613
15584, 0.000307001, , 15584, 57068613
15585, 0.000307008, , 15585, 57068613
15586, 0.000296833, , 15586, 57068613
15587, 0.000307029, , 15587, 57068613
15588, 0.000307042, , 15588, 57065456
15589, 0.000307047, , 15589, 57065456
15590, 0.000307045, , 15590, 57065456
15591, 0.000307051, , 15591, 57065456
15592, 0.000307039, , 15592, 57065456
15593, 0.000307077, , 15593, 57041949
15594, 0.00029937, , 15594, 57041949
15595, 0.000299375, , 15595, 57041949
15596, 0.000307085, , 15596, 57041949
15597, 0.000307095, , 15597, 57041949
15598, 0.000299191, , 15598, 57041949
15599, 0.000299261, , 15599, 57041949
15600, 0.000294857, , 15600, 57041949
15601, 0.000307134, , 15601, 57041949
15602, 0.000307182, , 15602, 57041949
15603, 0.000307271, , 15603, 57041949
15604, 0.000307308, , 15604, 57041949
15605, 0.000307334, , 15605, 57041949
15606, 0.000307334, , 15606, 57041949
15607, 0.000307321, , 15607, 57041949
15608, 0.000307334, , 15608, 57041949
15609, 0.000307334, , 15609, 57041949
15610, 0.000307334, , 15610, 57041949
15611, 0.000307334, , 15611, 57041949
15612, 0.000291381, , 15612, 57041949
15613, 0.000296349, , 15613, 57041949
15614, 0.000307303, , 15614, 57041949
15615, 0.000307328, , 15615, 57041949
15616, 0.000307323, , 15616, 57036307
15617, 0.000307334, , 15617, 57036307
15618, 0.000283971, , 15618, 57035927
15619, 0.000307344, , 15619, 57035927
15620, 0.000299496, , 15620, 57035927
15621, 0.000307333, , 15621, 57035927
15622, 0.000299612, , 15622, 57035927
15623, 0.000307392, , 15623, 57035927
15624, 0.000283849, , 15624, 57035927
15625, 0.000299506, , 15625, 57035927
15626, 0.000307385, , 15626, 57034828
15627, 0.000307394, , 15627, 57034828
15628, 0.000307395, , 15628, 57034828
15629, 0.000291252, , 15629, 57034828
15630, 0.000307404, , 15630, 57034828
15631, 0.000307406, , 15631, 57034828
15632, 0.000307404, , 15632, 57034828
15633, 0.00030741, , 15633, 57026179
15634, 0.00030743, , 15634, 57026179
15635, 0.000307435, , 15635, 57026179
15636, 0.000307455, , 15636, 57026179
15637, 0.000307462, , 15637, 57026179
15638, 0.00030749, , 15638, 57026179
15639, 0.0003075, , 15639, 57026179
15640, 0.000307499, , 15640, 57026179
15641, 0.000296839, , 15641, 57026179
15642, 0.00030432, , 15642, 57026179
15643, 0.000307496, , 15643, 57026179
15644, 0.000307481, , 15644, 57026179
15645, 0.000307491, , 15645, 57026179
15646, 0.000307474, , 15646, 57026179
15647, 0.000307504, , 15647, 57026179
15648, 0.000307504, , 15648, 57026179
15649, 0.000299602, , 15649, 57026179
15650, 0.000307503, , 15650, 57026179
15651, 0.000307499, , 15651, 57026179
15652, 0.000307504, , 15652, 57026179
15653, 0.000307497, , 15653, 57026179
15654, 0.000307484, , 15654, 57026179
15655, 0.000307486, , 15655, 57026179
15656, 0.000307493, , 15656, 57026179
15657, 0.000307484, , 15657, 57025303
15658, 0.000299613, , 15658, 57025303
15659, 0.000307502, , 15659, 57025303
15660, 0.000307508, , 15660, 57025303
15661, 0.000307511, , 15661, 57025303
15662, 0.000307515, , 15662, 57022669
15663, 0.000307506, , 15663, 57022669
15664, 0.000307515, , 15664, 57022669
15665, 0.00030752, , 15665, 57022669
15666, 0.000299779, , 15666, 57022669
15667, 0.000307531, , 15667, 57016673
15668, 0.00030752, , 15668, 57016673
15669, 0.00029664, , 15669, 57016155
15670, 0.000307547, , 15670, 57014039
15671, 0.00030758, , 15671, 57014039
15672, 0.000307598, , 15672, 57014039
15673, 0.000307621, , 15673, 57014039
15674, 0.000307624, , 15674, 57014039
15675, 0.000307631, , 15675, 57014039
15676, 0.00030763, , 15676, 57014039
15677, 0.000307635, , 15677, 57014039
15678, 0.000307635, , 15678, 57014039
15679, 0.000307634, , 15679, 57014039
15680, 0.000307637, , 15680, 57011226
15681, 0.000307641, , 15681, 57007426
15682, 0.000307646, , 15682, 57007426
15683, 0.000307637, , 15683, 57007426
15684, 0.000307666, , 15684, 57007426
15685, 0.000292169, , 15685, 56999451
15686, 0.000307685, , 15686, 56999451
15687, 0.000307706, , 15687, 56999451
15688, 0.000292239, , 15688, 56999451
15689, 0.000307738, , 15689, 56999451
15690, 0.000307774, , 15690, 56999451
15691, 0.000307797, , 15691, 56994305
15692, 0.000307796, , 15692, 56994305
15693, 0.0003078, , 15693, 56994305
15694, 0.000307809, , 15694, 56994305
15695, 0.000307821, , 15695, 56994305
15696, 0.000307835, , 15696, 56994305
15697, 0.00030783, , 15697, 56994305
15698, 0.000307837, , 15698, 56990667
15699, 0.000307815, , 15699, 56990667
15700, 0.000307844, , 15700, 56990667
15701, 0.000307861, , 15701, 56990667
15702, 0.000307877, , 15702, 56990667
15703, 0.000307888, , 15703, 56988073
15704, 0.000298059, , 15704, 56984750
15705, 0.000300061, , 15705, 56982218
15706, 0.000296668, , 15706, 56982218
15707, 0.000307895, , 15707, 56982218
15708, 0.000307936, , 15708, 56976546
15709, 0.000307951, , 15709, 56976546
15710, 0.00029676, , 15710, 56976546
15711, 0.000307986, , 15711, 56976301
15712, 0.000308001, , 15712, 56976301
15713, 0.00030802, , 15713, 56976301
15714, 0.000300193, , 15714, 56976301
15715, 0.000308038, , 15715, 56976301
15716, 0.000308045, , 15716, 56965450
15717, 0.000308055, , 15717, 56965450
15718, 0.000308061, , 15718, 56965450
15719, 0.0003081, , 15719, 56958538
15720, 0.000308121, , 15720, 56958538
15721, 0.000308146, , 15721, 56958538
15722, 0.000308176, , 15722, 56958538
15723, 0.000300057, , 15723, 56958538
15724, 0.000300431, , 15724, 56958538
15725, 0.000308198, , 15725, 56958538
15726, 0.000308226, , 15726, 56958538
15727, 0.000308235, , 15727, 56958538
15728, 0.000308235, , 15728, 56958538
15729, 0.00030824, , 15729, 56950607
15730, 0.00030824, , 15730, 56950607
15731, 0.000308233, , 15731, 56950607
15732, 0.000300429, , 15732, 56950607
15733, 0.000308272, , 15733, 56950607
15734, 0.000308295, , 15734, 56950607
15735, 0.000308313, , 15735, 56950607
15736, 0.000308317, , 15736, 56950607
15737, 0.000300455, , 15737, 56950607
15738, 0.000308321, , 15738, 56950607
15739, 0.000308321, , 15739, 56950607
15740, 0.000308289, , 15740, 56950607
15741, 0.000308321, , 15741, 56950607
15742, 0.000308313, , 15742, 56950607
15743, 0.000308313, , 15743, 56950607
15744, 0.000288004, , 15744, 56950607
15745, 0.000308295, , 15745, 56950607
15746, 0.000308299, , 15746, 56950509
15747, 0.000308308, , 15747, 56950509
15748, 0.000308321, , 15748, 56950509
15749, 0.000308331, , 15749, 56932278
15750, 0.000308344, , 15750, 56932278
15751, 0.000308359, , 15751, 56932180
15752, 0.0003084, , 15752, 56932180
15753, 0.000308424, , 15753, 56926597
15754, 0.00030847, , 15754, 56925226
15755, 0.000308472, , 15755, 56925226
15756, 0.000308541, , 15756, 56925226
15757, 0.000308538, , 15757, 56925226
15758, 0.000308552, , 15758, 56925226
15759, 0.000308558, , 15759, 56925226
15760, 0.000308563, , 15760, 56925226
15761, 0.000308582, , 15761, 56925226
15762, 0.00030857, , 15762, 56925226
15763, 0.000308561, , 15763, 56925226
15764, 0.000308584, , 15764, 56925226
15765, 0.00030054, , 15765, 56925226
15766, 0.000296606, , 15766, 56925226
15767, 0.000308581, , 15767, 56925226
15768, 0.000308591, , 15768, 56925226
15769, 0.000300539, , 15769, 56925226
15770, 0.00030858, , 15770, 56925226
15771, 0.000308591, , 15771, 56925226
15772, 0.000300831, , 15772, 56922426
15773, 0.00030859, , 15773, 56922426
15774, 0.000308598, , 15774, 56920309
15775, 0.0003086, , 15775, 56920309
15776, 0.000308602, , 15776, 56920309
15777, 0.000308607, , 15777, 56920309
15778, 0.000308616, , 15778, 56920309
15779, 0.000308602, , 15779, 56920309
15780, 0.000294515, , 15780, 56920309
15781, 0.000308624, , 15781, 56920309
15782, 0.000308626, , 15782, 56920309
15783, 0.000308624, , 15783, 56920309
15784, 0.000308616, , 15784, 56920309
15785, 0.000308626, , 15785, 56920309
15786, 0.000308621, , 15786, 56920309
15787, 0.000308626, , 15787, 56920309
15788, 0.000300554, , 15788, 56920309
15789, 0.000296226, , 15789, 56915782
15790, 0.00029258, , 15790, 56915782
15791, 0.000303091, , 15791, 56915782
15792, 0.000308639, , 15792, 56915782
15793, 0.000300738, , 15793, 56915782
15794, 0.000308655, , 15794, 56915782
15795, 0.000308687, , 15795, 56911397
15796, 0.000300852, , 15796, 56911397
15797, 0.00030082, , 15797, 56911397
15798, 0.000308708, , 15798, 56911397
15799, 0.000308705, , 15799, 56911397
15800, 0.000308725, , 15800, 56911397
15801, 0.000308734, , 15801, 56911397
15802, 0.000308744, , 15802, 56911397
15803, 0.000308746, , 15803, 56911397
15804, 0.000308726, , 15804, 56907789
15805, 0.000308748, , 15805, 56907789
15806, 0.000308722, , 15806, 56907789
15807, 0.000308754, , 15807, 56907789
15808, 0.000308752, , 15808, 56907789
15809, 0.00030876, , 15809, 56907789
15810, 0.000308765, , 15810, 56907789
15811, 0.000308783, , 15811, 56907789
15812, 0.000300728, , 15812, 56907789
15813, 0.000308777, , 15813, 56907789
15814, 0.00030877, , 15814, 56907789
15815, 0.000308785, , 15815, 56907789
15816, 0.000308779, , 15816, 56907789
15817, 0.000308755, , 15817, 56907789
15818, 0.000308775, , 15818, 56907789
15819, 0.000308784, , 15819, 56907789
15820, 0.000300987, , 15820, 56907789
15821, 0.000308776, , 15821, 56906354
15822, 0.000308779, , 15822, 56906354
